,state,brand,spend,Impressions,leads,link_clicks,reach,agency,Agency Tiers
60,CA,B2,29.61,1577,1,9,1539,Agency 2,4
61,CA,B2,16.09,571,1,6,529,Agency 2,4
62,CA,B2,7.2,198,0,1,185,Agency 2,4
63,CA,B2,66.34,3054,1,22,2890,Agency 2,4
64,CA,B2,7.04,285,1,8,274,Agency 2,4
65,CA,B2,32.83,1533,1,11,1422,Agency 2,4
66,CA,B2,0.0,0,0,0,0,Agency 2,4
67,CA,B2,6.88,273,0,6,254,Agency 2,4
68,CA,B2,49.15,2652,1,18,2558,Agency 2,4
69,CA,B2,52.16,2093,1,17,1993,Agency 2,4
70,CA,B2,71.39,3861,1,31,3642,Agency 2,4
71,CA,B2,67.78,2714,1,9,2549,Agency 2,4
72,CA,B2,23.61,1326,1,3,1244,Agency 2,4
73,CA,B2,6.79,220,0,4,207,Agency 2,4
74,CA,B2,7.07,232,1,2,212,Agency 2,4
75,CA,B2,65.65,3734,1,51,3482,Agency 2,4
76,CA,B2,48.96,2993,1,22,2748,Agency 2,4
77,CA,B2,16.08,622,1,13,603,Agency 2,4
78,CA,B2,32.42,2626,1,22,2486,Agency 2,4
79,CA,B2,86.92,3303,1,46,3190,Agency 2,4
80,CA,B2,16.28,558,0,5,538,Agency 2,4
81,CA,B2,23.38,684,0,6,630,Agency 2,4
82,CA,B2,48.78,2177,1,25,2079,Agency 2,4
83,CA,B2,6.96,449,0,0,370,Agency 2,4
84,CA,B2,54.42,2816,1,25,2477,Agency 2,4
85,CA,B2,32.47,882,1,20,845,Agency 2,4
86,CA,B2,63.96,2389,1,28,2203,Agency 2,4
87,CA,B2,40.96,2119,0,15,1931,Agency 2,4
88,CA,B2,32.26,1372,0,12,1333,Agency 2,4
89,CA,B2,63.96,2867,1,22,2720,Agency 2,4
90,CA,B2,32.74,1022,0,4,934,Agency 2,4
91,CA,B2,16.34,695,1,6,665,Agency 2,4
92,CA,B2,40.06,1873,1,12,1721,Agency 2,4
93,CA,B2,65.34,3073,1,23,2906,Agency 2,4
94,CA,B2,7.12,206,0,3,194,Agency 2,4
95,CA,B2,16.19,568,1,8,551,Agency 2,4
96,CA,B2,30.01,995,1,6,977,Agency 2,4
97,CA,B2,24.68,1072,1,7,997,Agency 2,4
98,CA,B2,49.41,2051,1,16,1900,Agency 2,4
99,CA,B2,37.19,1810,1,16,1674,Agency 2,4
100,CA,B2,23.99,1250,1,12,1148,Agency 2,4
101,CA,B2,16.24,768,1,21,748,Agency 2,4
102,CA,B2,54.25,2322,1,39,2248,Agency 2,4
103,CA,B2,99.25,4594,1,21,4397,Agency 2,4
104,CA,B2,40.9,1296,1,16,1205,Agency 2,4
105,CA,B2,59.17,2150,0,25,1977,Agency 2,4
106,CA,B2,48.71,1967,1,25,1802,Agency 2,4
107,CA,B2,6.85,283,0,3,267,Agency 2,4
108,CA,B2,7.13,326,1,5,315,Agency 2,4
109,CA,B2,41.66,1481,0,21,1397,Agency 2,4
110,CA,B2,48.44,1919,0,8,1824,Agency 2,4
111,CA,B2,48.82,2738,1,21,2577,Agency 2,4
112,CA,B2,66.4,2488,1,31,2310,Agency 2,4
113,CA,B2,32.32,997,0,9,928,Agency 2,4
114,CA,B2,63.65,3855,1,44,3626,Agency 2,4
115,CA,B2,32.02,1186,1,8,1133,Agency 2,4
116,CA,B2,31.74,1001,1,6,927,Agency 2,4
117,CA,B2,65.41,2663,1,19,2438,Agency 2,4
118,CA,B2,35.17,1002,1,20,937,Agency 2,4
119,CA,B2,65.09,2327,1,19,2173,Agency 2,4
120,CA,B2,48.88,2421,1,25,2328,Agency 2,4
121,CA,B2,63.99,3582,1,33,3405,Agency 2,4
122,CA,B2,56.58,1944,0,17,1727,Agency 2,4
123,CA,B2,16.32,851,1,7,801,Agency 2,4
124,CA,B2,15.52,741,1,17,723,Agency 2,4
125,CA,B2,7.18,215,0,1,201,Agency 2,4
126,CA,B2,65.37,2674,0,29,2431,Agency 2,4
127,CA,B2,96.71,3923,1,18,3775,Agency 2,4
128,CA,B2,6.73,227,0,4,223,Agency 2,4
129,CA,B2,7.13,398,1,5,369,Agency 2,4
130,CA,B2,40.63,1360,0,17,1243,Agency 2,4
131,CA,B2,16.31,654,1,8,638,Agency 2,4
132,CA,B2,35.66,1212,1,14,1162,Agency 2,4
133,CA,B2,64.81,3023,1,17,2919,Agency 2,4
134,CA,B2,50.32,1842,1,28,1684,Agency 2,4
135,CA,B2,63.85,2726,1,13,2575,Agency 2,4
136,CA,B2,49.79,2347,0,11,2219,Agency 2,4
137,CA,B2,61.21,2824,1,33,2595,Agency 2,4
138,CA,B2,40.47,1430,0,23,1331,Agency 2,4
139,CA,B2,67.17,3059,1,32,2705,Agency 2,4
140,CA,B2,41.72,1426,1,14,1335,Agency 2,4
141,CA,B2,41.55,1931,1,25,1819,Agency 2,4
142,CA,B2,49.32,2782,1,31,2696,Agency 2,4
143,CA,B2,24.68,1452,1,11,1404,Agency 2,4
144,CA,B2,55.37,2841,0,8,2745,Agency 2,4
145,CA,B2,32.29,2294,1,11,2169,Agency 2,4
146,CA,B2,32.99,1320,1,11,1253,Agency 2,4
147,CA,B2,23.97,861,1,6,814,Agency 2,4
148,CA,B2,32.51,1701,1,11,1596,Agency 2,4
149,CA,B2,7.24,540,0,3,508,Agency 2,4
150,CA,B2,65.09,3424,1,26,3224,Agency 2,4
151,CA,B2,31.68,1919,1,23,1872,Agency 2,4
152,CA,B2,40.63,1842,1,15,1727,Agency 2,4
153,CA,B2,16.08,640,0,4,581,Agency 2,4
154,CA,B2,41.75,1750,1,21,1594,Agency 2,4
155,CA,B2,32.38,1718,1,17,1568,Agency 2,4
156,CA,B2,48.52,2334,1,19,2147,Agency 2,4
157,CA,B2,50.83,2167,1,17,2016,Agency 2,4
158,CA,B2,65.78,3660,1,37,3479,Agency 2,4
159,CA,B2,50.45,2547,1,33,2462,Agency 2,4
160,CA,B2,88.05,4045,1,38,3867,Agency 2,4
161,CA,B2,55.76,2467,0,20,2206,Agency 2,4
162,CA,B2,32.25,1891,1,12,1744,Agency 2,4
163,CA,B2,40.71,958,1,12,838,Agency 2,4
164,CA,B2,65.45,2957,1,26,2761,Agency 2,4
165,CA,B2,57.3,2192,1,24,2086,Agency 2,4
166,CA,B2,31.31,2866,1,55,2582,Agency 2,4
167,CA,B2,31.82,1616,1,13,1529,Agency 2,4
168,CA,B2,63.53,3064,1,9,2869,Agency 2,4
169,CA,B2,41.26,1419,1,12,1321,Agency 2,4
170,CA,B2,24.19,859,1,7,807,Agency 2,4
171,CA,B2,38.14,1290,1,8,1208,Agency 2,4
172,CA,B2,20.1,1419,1,13,1366,Agency 2,4
173,CA,B2,63.04,2840,1,17,2708,Agency 2,4
174,CA,B2,7.24,253,0,0,228,Agency 2,4
175,CA,B2,65.82,2889,1,19,2741,Agency 2,4
176,CA,B2,16.58,460,0,4,432,Agency 2,4
177,CA,B2,55.38,2355,1,21,2089,Agency 2,4
178,CA,B2,7.58,185,1,4,178,Agency 2,4
179,CA,B2,75.47,2301,1,23,2017,Agency 2,4
180,CA,B2,15.54,514,1,6,434,Agency 2,4
181,CA,B2,50.76,2363,0,19,2248,Agency 2,4
182,CA,B2,64.32,2836,1,26,2635,Agency 2,4
183,CA,B2,7.35,208,0,4,196,Agency 2,4
184,CA,B2,31.84,1670,1,12,1555,Agency 2,4
185,CA,B2,48.67,2033,1,12,1893,Agency 2,4
186,CA,B2,64.85,3546,1,33,3352,Agency 2,4
187,CA,B2,32.19,2053,1,15,1963,Agency 2,4
188,CA,B2,50.29,2496,1,24,2365,Agency 2,4
189,CA,B2,0.0,0,0,0,0,Agency 2,4
190,CA,B2,25.39,1085,0,7,979,Agency 2,4
191,CA,B2,62.59,2063,1,17,1937,Agency 2,4
192,CA,B2,66.27,3021,1,41,2884,Agency 2,4
193,CA,B2,31.03,1702,1,17,1604,Agency 2,4
194,CA,B2,23.62,1336,1,9,1247,Agency 2,4
195,CA,B2,47.3,1424,1,12,1277,Agency 2,4
196,CA,B2,65.38,3881,1,31,3703,Agency 2,4
197,CA,B2,40.69,1307,1,10,1198,Agency 2,4
198,CA,B2,41.45,1206,0,14,1105,Agency 2,4
199,CA,B2,7.09,311,0,5,296,Agency 2,4
200,CA,B2,14.89,587,0,10,509,Agency 2,4
201,CA,B2,48.1,2479,1,15,2304,Agency 2,4
202,CA,B2,40.44,2116,1,12,1815,Agency 2,4
203,CA,B2,36.41,1228,1,14,1083,Agency 2,4
204,CA,B2,6.84,283,0,2,277,Agency 2,4
205,CA,B2,7.42,265,1,2,255,Agency 2,4
206,CA,B2,24.76,1530,1,12,1482,Agency 2,4
207,CA,B2,50.29,1712,1,22,1638,Agency 2,4
208,CA,B2,64.58,1609,1,15,1409,Agency 2,4
209,CA,B2,32.47,2175,1,17,2086,Agency 2,4
210,CA,B2,63.49,2995,1,13,2841,Agency 2,4
211,CA,B2,56.62,3240,1,30,2913,Agency 2,4
212,CA,B2,6.82,612,0,5,492,Agency 2,4
213,CA,B2,64.66,2645,1,49,2197,Agency 2,4
214,CA,B2,25.59,958,0,11,892,Agency 2,4
215,CA,B2,55.72,2411,1,10,2213,Agency 2,4
216,CA,B2,33.06,2558,1,26,2460,Agency 2,4
217,CA,B2,31.37,2332,1,6,2229,Agency 2,4
218,CA,B2,65.63,2773,1,23,2572,Agency 2,4
219,CA,B2,57.01,2464,1,24,2256,Agency 2,4
220,CA,B2,6.92,289,0,3,275,Agency 2,4
221,CA,B2,49.46,2110,0,13,1892,Agency 2,4
222,CA,B2,7.07,421,0,0,380,Agency 2,4
223,CA,B2,65.53,3230,1,29,3063,Agency 2,4
224,CA,B2,64.5,3379,1,31,2897,Agency 2,4
225,CA,B2,66.65,3612,1,20,3474,Agency 2,4
226,CA,B2,55.05,2066,1,15,1874,Agency 2,4
227,CA,B2,49.35,2200,1,24,2087,Agency 2,4
228,CA,B2,24.92,1396,1,11,1354,Agency 2,4
229,CA,B2,6.68,285,1,5,264,Agency 2,4
230,CA,B2,64.47,3923,1,17,3767,Agency 2,4
231,CA,B2,36.98,1190,0,10,1089,Agency 2,4
232,CA,B2,69.16,3132,1,31,2930,Agency 2,4
233,CA,B2,48.09,1521,1,15,1313,Agency 2,4
234,CA,B2,64.06,2638,1,14,2529,Agency 2,4
235,CA,B2,32.37,1605,1,13,1534,Agency 2,4
236,CA,B2,65.44,2615,1,22,2406,Agency 2,4
237,CA,B2,50.14,2839,0,8,2699,Agency 2,4
238,CA,B2,6.95,170,1,1,157,Agency 2,4
239,CA,B2,32.79,1883,1,14,1699,Agency 2,4
240,CA,B2,72.03,4371,1,31,4066,Agency 2,4
241,CA,B2,50.21,2271,1,29,2210,Agency 2,4
242,CA,B2,6.93,218,0,4,209,Agency 2,4
243,CA,B2,64.09,3125,1,19,2934,Agency 2,4
244,CA,B2,7.86,435,0,2,383,Agency 2,4
245,CA,B2,67.19,2986,1,17,2796,Agency 2,4
246,CA,B2,32.15,1427,1,10,1340,Agency 2,4
247,CA,B2,62.69,1671,0,23,1482,Agency 2,4
248,CA,B2,48.24,2315,1,22,2172,Agency 2,4
249,CA,B2,49.91,2153,1,28,2078,Agency 2,4
250,CA,B2,31.0,1606,1,21,1569,Agency 2,4
251,CA,B2,29.61,1793,1,16,1710,Agency 2,4
252,CA,B2,64.41,3034,1,13,2796,Agency 2,4
253,CA,B2,66.03,2797,1,22,2667,Agency 2,4
254,CA,B2,39.73,2258,1,20,2018,Agency 2,4
255,CA,B2,16.17,818,1,19,777,Agency 2,4
256,CA,B2,15.87,628,1,6,591,Agency 2,4
257,CA,B2,65.28,2829,1,36,2551,Agency 2,4
258,CA,B2,48.93,2656,0,12,2506,Agency 2,4
259,CA,B2,41.1,1203,1,7,1085,Agency 2,4
260,CA,B2,65.63,3575,1,34,3386,Agency 2,4
261,CA,B2,32.3,1788,1,18,1691,Agency 2,4
262,CA,B2,31.0,1306,1,16,1162,Agency 2,4
263,CA,B2,7.01,237,0,0,229,Agency 2,4
264,CA,B2,24.84,1211,1,11,1147,Agency 2,4
265,CA,B2,31.91,2348,1,19,2214,Agency 2,4
266,CA,B2,37.75,1142,1,10,1061,Agency 2,4
267,CA,B2,49.79,3377,1,41,3189,Agency 2,4
268,CA,B2,65.05,2197,0,13,2055,Agency 2,4
269,CA,B2,65.53,2403,1,17,2238,Agency 2,4
270,CA,B2,15.45,751,0,2,722,Agency 2,4
271,CA,B2,30.59,1586,1,19,1396,Agency 2,4
272,CA,B2,6.77,293,1,6,280,Agency 2,4
273,CA,B2,58.16,2789,1,24,2615,Agency 2,4
274,CA,B2,65.8,2752,1,43,2457,Agency 2,4
275,CA,B2,33.08,1141,1,10,1064,Agency 2,4
276,CA,B2,24.53,1088,0,10,1020,Agency 2,4
277,CA,B2,63.72,2787,1,27,2624,Agency 2,4
278,CA,B2,16.52,619,1,9,568,Agency 2,4
279,CA,B2,8.19,338,0,1,328,Agency 2,4
280,CA,B2,24.08,1097,1,14,1017,Agency 2,4
281,CA,B2,31.99,1574,0,15,1489,Agency 2,4
282,CA,B2,6.87,253,1,2,237,Agency 2,4
283,CA,B2,24.26,904,1,12,840,Agency 2,4
284,CA,B2,32.19,1293,0,11,1226,Agency 2,4
285,CA,B2,16.36,734,0,6,686,Agency 2,4
286,CA,B2,30.86,1547,1,10,1382,Agency 2,4
287,CA,B2,32.95,1362,1,26,1331,Agency 2,4
288,CA,B2,32.23,1799,1,7,1678,Agency 2,4
289,CA,B2,8.17,359,0,1,319,Agency 2,4
290,CA,B2,63.17,3136,1,14,2984,Agency 2,4
291,CA,B2,49.25,2384,1,15,2267,Agency 2,4
292,CA,B2,64.4,3145,1,22,2874,Agency 2,4
293,CA,B2,7.06,186,0,3,179,Agency 2,4
294,CA,B2,7.99,401,0,3,348,Agency 2,4
295,CA,B2,25.17,1200,1,8,1098,Agency 2,4
296,CA,B2,63.08,2892,1,20,2742,Agency 2,4
297,CA,B2,34.36,1715,1,28,1645,Agency 2,4
298,CA,B2,64.98,3311,1,50,3132,Agency 2,4
299,CA,B2,32.63,1629,1,23,1512,Agency 2,4
300,CA,B2,29.22,1162,1,18,1116,Agency 2,4
301,CA,B2,23.09,715,0,10,653,Agency 2,4
302,CA,B2,56.33,2121,1,13,1947,Agency 2,4
303,CA,B2,31.42,1385,1,11,1286,Agency 2,4
304,CA,B2,31.83,2414,1,38,2296,Agency 2,4
305,CA,B2,16.08,1044,1,12,1002,Agency 2,4
306,CA,B2,47.79,1966,1,21,1794,Agency 2,4
307,CA,B2,36.76,1092,1,6,944,Agency 2,4
308,CA,B2,49.46,2348,1,23,2164,Agency 2,4
309,CA,B2,32.71,2020,1,11,1897,Agency 2,4
310,CA,B2,2.53,146,0,0,143,Agency 2,4
311,CA,B2,16.02,1109,0,14,1036,Agency 2,4
312,CA,B2,16.09,968,1,11,940,Agency 2,4
313,CA,B2,63.18,3796,1,32,3594,Agency 2,4
314,CA,B2,32.24,1877,1,11,1734,Agency 2,4
315,CA,B2,49.48,2443,1,26,2305,Agency 2,4
316,CA,B2,88.5,4447,1,49,4232,Agency 2,4
317,CA,B2,64.18,4017,1,30,3862,Agency 2,4
318,CA,B2,32.03,1096,1,7,1051,Agency 2,4
319,CA,B2,24.46,863,0,6,795,Agency 2,4
320,CA,B2,47.84,1942,0,14,1789,Agency 2,4
321,CA,B2,65.91,2140,1,28,1950,Agency 2,4
322,CA,B2,61.53,1928,1,16,1779,Agency 2,4
323,CA,B2,37.68,2099,1,17,1941,Agency 2,4
324,CA,B2,23.88,1014,0,6,972,Agency 2,4
325,CA,B2,66.52,3203,1,42,2974,Agency 2,4
326,CA,B2,64.72,2889,1,18,2684,Agency 2,4
327,CA,B2,32.49,2561,1,36,2417,Agency 2,4
328,CA,B2,95.15,4591,0,16,4407,Agency 2,4
329,CA,B2,62.38,4716,1,43,4502,Agency 2,4
330,CA,B2,72.29,3488,1,29,3083,Agency 2,4
331,CA,B2,62.22,3516,1,25,3285,Agency 2,4
332,CA,B2,6.93,217,0,2,212,Agency 2,4
333,CA,B2,57.94,1994,1,29,1853,Agency 2,4
334,CA,B2,65.22,2594,1,28,2404,Agency 2,4
335,CA,B2,48.62,2170,1,32,2025,Agency 2,4
336,CA,B2,15.95,1429,1,20,1314,Agency 2,4
337,CA,B2,51.02,1539,1,27,1287,Agency 2,4
338,CA,B2,67.13,2394,1,15,2243,Agency 2,4
339,CA,B2,7.16,398,0,3,379,Agency 2,4
340,CA,B2,48.93,2005,1,17,1794,Agency 2,4
341,CA,B2,50.08,1982,1,27,1886,Agency 2,4
342,CA,B2,15.01,483,0,6,459,Agency 2,4
343,CA,B2,16.02,1277,1,14,1204,Agency 2,4
344,CA,B2,65.28,3188,1,37,3027,Agency 2,4
345,CA,B2,60.6,2501,1,19,2244,Agency 2,4
346,CA,B2,62.95,2583,1,11,2396,Agency 2,4
347,CA,B2,31.87,1252,0,9,1199,Agency 2,4
348,CA,B2,48.43,3347,1,26,3140,Agency 2,4
349,CA,B2,17.34,874,0,1,839,Agency 2,4
350,CA,B2,64.8,3440,1,29,3272,Agency 2,4
351,CA,B2,49.99,2210,1,17,2043,Agency 2,4
352,CA,B2,48.15,2285,1,26,2143,Agency 2,4
353,CA,B2,44.19,1722,0,15,1582,Agency 2,4
354,CA,B2,65.58,2218,0,16,2028,Agency 2,4
355,CA,B2,32.69,1382,1,14,1298,Agency 2,4
356,CA,B2,40.71,1885,1,11,1716,Agency 2,4
357,CA,B2,49.39,2810,1,22,2627,Agency 2,4
358,CA,B2,6.77,162,0,3,152,Agency 2,4
359,CA,B2,65.06,2534,1,18,2330,Agency 2,4
360,CA,B2,63.97,2989,1,18,2824,Agency 2,4
361,CA,B2,32.21,1515,1,13,1456,Agency 2,4
362,CA,B2,31.98,1453,1,6,1408,Agency 2,4
363,CA,B2,47.28,1839,1,10,1720,Agency 2,4
364,CA,B2,31.25,1760,1,34,1623,Agency 2,4
365,CA,B2,31.93,1068,1,25,1011,Agency 2,4
366,CA,B2,48.1,2487,1,31,2367,Agency 2,4
367,CA,B2,62.42,1612,0,13,1512,Agency 2,4
368,CA,B2,15.91,590,0,7,552,Agency 2,4
369,CA,B2,31.55,886,0,5,809,Agency 2,4
370,CA,B2,24.04,911,1,5,863,Agency 2,4
371,CA,B2,32.67,1947,1,42,1835,Agency 2,4
372,CA,B2,6.71,262,0,0,253,Agency 2,4
373,CA,B2,64.64,3265,1,37,3096,Agency 2,4
374,CA,B2,64.64,2225,1,14,2157,Agency 2,4
375,CA,B2,8.38,539,0,0,507,Agency 2,4
376,CA,B2,64.04,4077,1,31,3728,Agency 2,4
377,CA,B2,49.55,1865,1,18,1735,Agency 2,4
378,CA,B2,57.09,2376,1,12,2186,Agency 2,4
379,CA,B2,63.35,3599,1,29,3418,Agency 2,4
380,CA,B2,49.84,1864,1,9,1635,Agency 2,4
381,CA,B2,63.9,2915,0,8,2749,Agency 2,4
382,CA,B2,63.75,2863,0,28,2536,Agency 2,4
383,CA,B2,31.93,2309,1,12,2106,Agency 2,4
384,CA,B2,31.49,1322,1,15,1264,Agency 2,4
385,CA,B2,23.51,1253,1,11,1178,Agency 2,4
386,CA,B2,6.75,254,0,2,238,Agency 2,4
387,CA,B2,65.56,3316,1,29,3136,Agency 2,4
388,CA,B2,40.38,1689,1,11,1543,Agency 2,4
389,CA,B2,54.98,2040,1,15,1941,Agency 2,4
390,CA,B2,67.28,2844,1,29,2638,Agency 2,4
391,CA,B2,64.43,2677,1,23,2492,Agency 2,4
392,CA,B2,49.21,1744,1,10,1653,Agency 2,4
393,CA,B2,48.64,2782,1,33,2589,Agency 2,4
394,CA,B2,65.99,2432,1,10,2330,Agency 2,4
395,CA,B2,67.69,2502,1,17,2310,Agency 2,4
396,CA,B2,48.9,3173,1,36,2958,Agency 2,4
397,CA,B2,6.62,484,1,2,474,Agency 2,4
398,CA,B2,50.67,2035,1,21,1976,Agency 2,4
399,CA,B2,32.22,1267,1,22,1211,Agency 2,4
400,CA,B2,65.4,3408,1,31,3188,Agency 2,4
401,CA,B2,31.88,1632,1,12,1429,Agency 2,4
402,CA,B2,53.76,1588,1,16,1448,Agency 2,4
403,CA,B2,31.09,1884,1,11,1769,Agency 2,4
404,CA,B2,7.08,354,0,1,331,Agency 2,4
405,CA,B2,50.03,2051,1,18,1943,Agency 2,4
406,CA,B2,48.27,1802,1,17,1685,Agency 2,4
407,CA,B2,31.61,1282,1,30,1253,Agency 2,4
408,CA,B2,40.28,1280,1,6,1178,Agency 2,4
409,CA,B2,76.61,3992,1,22,3715,Agency 2,4
410,CA,B2,24.06,951,1,11,886,Agency 2,4
411,CA,B2,32.22,1643,1,17,1572,Agency 2,4
412,CA,B2,48.51,2208,1,44,2050,Agency 2,4
413,CA,B2,16.24,702,1,8,654,Agency 2,4
414,CA,B2,64.29,2476,0,35,2310,Agency 2,4
415,CA,B2,32.5,2730,1,19,2621,Agency 2,4
416,CA,B2,32.44,1881,1,15,1785,Agency 2,4
417,CA,B2,32.71,1392,1,12,1351,Agency 2,4
418,CA,B2,64.91,2999,1,24,2862,Agency 2,4
419,CA,B2,24.13,726,1,9,705,Agency 2,4
420,CA,B2,6.53,361,0,1,321,Agency 2,4
421,CA,B2,32.61,845,0,5,747,Agency 2,4
422,CA,B2,63.8,2183,1,9,1965,Agency 2,4
423,CA,B2,23.71,800,1,7,733,Agency 2,4
424,CA,B2,6.94,261,0,6,242,Agency 2,4
425,CA,B2,55.62,2101,1,11,1917,Agency 2,4
426,CA,B2,64.92,2783,1,16,2497,Agency 2,4
427,CA,B2,7.15,272,1,4,249,Agency 2,4
428,CA,B2,83.71,4320,1,26,3989,Agency 2,4
429,CA,B2,98.85,4795,1,17,4667,Agency 2,4
430,CA,B2,15.93,781,1,2,757,Agency 2,4
431,CA,B2,31.83,1420,0,9,1312,Agency 2,4
432,CA,B2,63.42,2252,1,14,2122,Agency 2,4
433,CA,B2,15.61,839,1,14,802,Agency 2,4
434,CA,B2,62.67,3591,1,38,3429,Agency 2,4
435,CA,B2,15.41,553,0,2,547,Agency 2,4
436,CA,B2,32.14,1872,1,19,1743,Agency 2,4
437,CA,B2,0.0,0,0,0,0,Agency 2,4
438,CA,B2,7.12,440,0,3,365,Agency 2,4
439,CA,B2,32.45,1451,1,13,1362,Agency 2,4
440,CA,B2,15.89,635,0,9,604,Agency 2,4
441,CA,B2,7.03,248,0,3,235,Agency 2,4
442,CA,B2,30.15,1138,1,10,1098,Agency 2,4
443,CA,B2,66.11,2416,1,18,2222,Agency 2,4
444,CA,B2,68.41,3801,1,31,3608,Agency 2,4
445,CA,B2,29.58,1412,1,2,1316,Agency 2,4
446,CA,B2,30.12,1471,1,10,1420,Agency 2,4
447,CA,B2,32.35,1455,1,16,1406,Agency 2,4
448,CA,B2,47.46,2306,1,18,2174,Agency 2,4
449,CA,B2,32.7,1378,1,12,1318,Agency 2,4
450,CA,B2,62.93,2735,1,33,2644,Agency 2,4
451,CA,B2,65.7,2948,1,18,2717,Agency 2,4
452,CA,B2,48.79,2351,1,16,2236,Agency 2,4
453,CA,B2,31.27,2192,0,9,2083,Agency 2,4
454,CA,B2,48.06,1816,1,24,1516,Agency 2,4
455,CA,B2,32.7,1845,1,15,1657,Agency 2,4
456,CA,B2,49.49,2374,1,23,2310,Agency 2,4
457,CA,B2,62.2,2642,1,28,2498,Agency 2,4
458,CA,B2,48.96,2391,1,25,2318,Agency 2,4
459,CA,B2,6.81,295,0,3,284,Agency 2,4
460,CA,B2,15.99,912,1,11,888,Agency 2,4
461,CA,B2,6.78,197,0,1,188,Agency 2,4
462,CA,B2,63.51,3019,1,34,2844,Agency 2,4
463,CA,B2,32.47,2014,0,7,1880,Agency 2,4
464,CA,B2,60.97,2133,0,12,2028,Agency 2,4
465,CA,B2,65.23,3033,1,19,2829,Agency 2,4
466,CA,B2,31.48,1414,1,11,1361,Agency 2,4
467,CA,B2,50.99,2430,1,24,2331,Agency 2,4
468,CA,B2,48.3,1933,1,20,1769,Agency 2,4
469,CA,B2,63.51,2303,0,12,2145,Agency 2,4
470,CA,B2,65.28,2583,1,16,2360,Agency 2,4
471,CA,B2,6.84,235,0,1,216,Agency 2,4
472,CA,B2,65.65,3705,1,32,3453,Agency 2,4
473,CA,B2,64.96,2739,1,23,2512,Agency 2,4
474,CA,B2,24.95,1051,1,10,979,Agency 2,4
475,CA,B2,31.67,1127,1,9,1090,Agency 2,4
476,CA,B2,49.24,2309,1,19,2170,Agency 2,4
477,CA,B2,8.81,503,1,3,494,Agency 2,4
478,CA,B2,32.89,1176,1,11,1116,Agency 2,4
479,CA,B2,50.72,1847,1,15,1769,Agency 2,4
480,CA,B2,66.14,2902,1,41,2748,Agency 2,4
481,CA,B2,7.23,291,0,3,280,Agency 2,4
482,CA,B2,51.53,2185,1,25,2059,Agency 2,4
483,CA,B2,98.12,3858,1,24,3670,Agency 2,4
484,CA,B2,32.57,1484,1,20,1403,Agency 2,4
485,CA,B2,38.79,2093,1,27,1914,Agency 2,4
486,CA,B2,64.98,3392,1,22,3166,Agency 2,4
487,CA,B2,64.4,2961,1,29,2759,Agency 2,4
488,CA,B2,61.86,3103,1,36,2915,Agency 2,4
489,CA,B2,52.78,2674,1,22,2493,Agency 2,4
490,CA,B2,65.76,2721,0,14,2595,Agency 2,4
491,CA,B2,39.75,1318,0,7,1248,Agency 2,4
492,CA,B2,32.26,2078,1,14,1936,Agency 2,4
493,CA,B2,44.03,1284,0,7,1210,Agency 2,4
494,CA,B2,59.32,4223,1,35,3646,Agency 2,4
495,CA,B2,65.4,2368,1,26,2167,Agency 2,4
496,CA,B2,3.23,134,0,3,131,Agency 2,4
497,CA,B2,58.83,2314,1,27,2123,Agency 2,4
498,CA,B2,31.77,1925,1,15,1825,Agency 2,4
499,CA,B2,7.13,494,0,1,450,Agency 2,4
500,CA,B2,40.52,1328,1,9,1199,Agency 2,4
501,CA,B2,32.34,1164,0,15,1125,Agency 2,4
502,CA,B2,32.07,1175,1,17,1134,Agency 2,4
503,CA,B2,40.39,2139,1,23,1940,Agency 2,4
504,CA,B2,37.32,1725,1,18,1576,Agency 2,4
505,CA,B2,32.89,2375,1,38,2244,Agency 2,4
506,CA,B2,31.23,1367,1,11,1288,Agency 2,4
507,CA,B2,15.4,890,1,17,857,Agency 2,4
508,CA,B2,64.01,2507,1,19,2209,Agency 2,4
509,CA,B2,15.44,569,0,8,538,Agency 2,4
510,CA,B2,50.06,2039,1,17,1798,Agency 2,4
511,CA,B2,31.71,1413,1,11,1346,Agency 2,4
512,CA,B2,65.34,2836,1,15,2667,Agency 2,4
513,CA,B2,32.49,2329,1,13,2233,Agency 2,4
514,CA,B2,47.78,2330,1,39,2111,Agency 2,4
515,CA,B2,16.16,1114,1,12,1057,Agency 2,4
516,CA,B2,23.4,934,1,5,882,Agency 2,4
517,CA,B2,32.59,1400,1,15,1298,Agency 2,4
518,CA,B2,40.82,1638,1,9,1571,Agency 2,4
519,CA,B2,73.53,3020,1,20,2733,Agency 2,4
520,CA,B2,47.66,1514,1,16,1371,Agency 2,4
521,CA,B2,65.48,4675,1,30,4470,Agency 2,4
522,CA,B2,6.95,487,1,2,461,Agency 2,4
523,CA,B2,32.09,1307,1,14,1271,Agency 2,4
524,CA,B2,34.52,1647,1,14,1580,Agency 2,4
525,CA,B2,52.71,2489,1,17,2318,Agency 2,4
526,CA,B2,83.39,5572,1,42,5172,Agency 2,4
527,CA,B2,16.01,589,1,6,569,Agency 2,4
528,CA,B2,23.19,901,0,5,833,Agency 2,4
529,CA,B2,56.77,2336,1,33,2184,Agency 2,4
530,CA,B2,64.61,2926,1,34,2690,Agency 2,4
531,CA,B2,56.63,2018,0,12,1832,Agency 2,4
